日期,訂單編號,會員編號,商品分類,商品名稱,結帳金額,付款方式
2026-04-20 17:06,SA-394519,M01035,服飾配件,G-Shock 經典運動錶,3107,ATM轉帳
2026-04-17 22:31,SA-490495,M00712,服飾配件,Uniqlo 極暖發熱衣,715,信用卡
2026-04-07 07:45,SA-501843,M01499,美妝保養,雅詩蘭黛 小棕瓶,3937,街口支付
2026-04-29 01:01,SA-949568,M01079,服飾配件,Levi's 501牛仔褲,3801,信用卡
2026-04-10 12:23,SA-637319,M01294,3C家電,iPhone 15 Pro,36603,ATM轉帳
2026-04-12 23:06,SA-460363,M00251,服飾配件,Nike Air Force 1,3314,信用卡
2026-04-12 06:03,SA-147692,M00838,母嬰用品,貝親 寬口玻璃奶瓶,546,LinePay
2026-04-04 23:57,SA-195045,M01324,母嬰用品,明治 金選奶粉,744,信用卡
2026-04-15 05:28,SA-248740,M00721,3C家電,Dyson 吹風機,14460,超商貨到付款
2026-04-28 13:43,SA-547103,M00483,生活居家,TOTO 溫水洗淨便座,9532,信用卡
2026-04-28 12:31,SA-682231,M00326,服飾配件,G-Shock 經典運動錶,3094,LinePay
2026-04-05 12:39,SA-760889,M00411,生活居家,無印良品 PP收納盒,447,信用卡
2026-04-15 07:38,SA-291277,M00700,3C家電,Sony 降噪耳機,9835,信用卡
2026-04-22 01:56,SA-921962,M00177,生活居家,宜得利 N-COOL涼感床墊,1175,超商貨到付款
2026-04-17 21:42,SA-943892,M00810,服飾配件,Levi's 501牛仔褲,3878,信用卡
2026-04-24 00:04,SA-917596,M00932,3C家電,iPhone 15 Pro,36243,信用卡
2026-04-26 15:11,SA-945444,M01409,3C家電,iPhone 15 Pro,34103,LinePay
2026-04-11 18:42,SA-874513,M01009,服飾配件,G-Shock 經典運動錶,3070,超商貨到付款
2026-04-13 01:16,SA-364455,M00475,3C家電,Nintendo Switch,9554,LinePay
2026-04-10 23:22,SA-263223,M01026,生活居家,無印良品 PP收納盒,446,街口支付
2026-04-14 10:00,SA-822288,M00384,3C家電,Nintendo Switch,9201,信用卡
2026-04-15 00:05,SA-297651,M01452,3C家電,iPhone 15 Pro,34409,信用卡
2026-04-12 03:15,SA-443345,M00449,生活居家,宜得利 N-COOL涼感床墊,1274,LinePay
2026-04-25 05:34,SA-608705,M00006,生活居家,3M 淨水器濾心,2317,LinePay
2026-04-02 00:31,SA-575529,M01148,生活居家,無印良品 PP收納盒,443,信用卡
2026-04-28 09:12,SA-695083,M00099,美妝保養,雅詩蘭黛 小棕瓶,4159,超商貨到付款
2026-04-10 01:22,SA-609079,M01219,服飾配件,G-Shock 經典運動錶,2935,ATM轉帳
2026-04-06 06:44,SA-201785,M00853,美妝保養,蘭蔻 極光水,3339,信用卡
2026-04-13 05:08,SA-850267,M01154,美妝保養,資生堂 百優精純乳霜,2778,LinePay
2026-04-22 01:33,SA-749882,M00151,服飾配件,Levi's 501牛仔褲,3688,信用卡
2026-04-24 11:59,SA-916165,M01464,3C家電,Dyson 吹風機,13403,LinePay
2026-04-25 16:01,SA-199969,M00516,美妝保養,蘭蔻 極光水,3456,ATM轉帳
2026-04-09 08:47,SA-769078,M01438,生活居家,TOTO 溫水洗淨便座,9438,街口支付
2026-04-18 06:58,SA-151887,M00595,母嬰用品,幫寶適 一級幫紙尿褲(箱),1478,信用卡
2026-04-28 03:31,SA-954962,M00922,生活居家,宜得利 N-COOL涼感床墊,1212,LinePay
2026-04-26 22:30,SA-577877,M01357,生活居家,TOTO 溫水洗淨便座,9010,街口支付
2026-04-28 18:54,SA-294726,M01245,生活居家,TOTO 溫水洗淨便座,9159,信用卡
2026-04-22 20:57,SA-413409,M00215,3C家電,Nintendo Switch,9744,超商貨到付款
2026-04-02 19:02,SA-443645,M00038,3C家電,Apple Watch S9,12841,LinePay
2026-04-18 18:03,SA-220014,M01363,生活居家,TOTO 溫水洗淨便座,9753,超商貨到付款
2026-04-26 13:45,SA-384943,M00175,保健食品,娘家 益生菌,1090,信用卡
2026-04-14 07:04,SA-918688,M00766,3C家電,Dyson 吹風機,13664,信用卡
2026-04-18 20:08,SA-186022,M00831,服飾配件,Nike Air Force 1,3399,信用卡
2026-04-19 22:19,SA-728009,M01204,美妝保養,理膚寶水 B5全面修復霜,792,ATM轉帳
2026-04-04 03:51,SA-821858,M01078,服飾配件,Nike Air Force 1,3181,超商貨到付款
2026-04-17 22:56,SA-786110,M01243,服飾配件,Levi's 501牛仔褲,3759,LinePay
2026-04-11 21:58,SA-911794,M00038,美妝保養,資生堂 百優精純乳霜,2665,信用卡
2026-04-22 20:39,SA-713713,M00255,服飾配件,Uniqlo 極暖發熱衣,752,LinePay
2026-04-23 14:06,SA-288922,M00856,美妝保養,SK-II 青春露,5871,信用卡
2026-04-24 14:24,SA-277385,M00770,母嬰用品,貝親 寬口玻璃奶瓶,554,街口支付
2026-04-11 06:52,SA-310562,M00924,服飾配件,Nike Air Force 1,3176,信用卡
2026-04-02 03:47,SA-182325,M00483,生活居家,無印良品 PP收納盒,418,LinePay
2026-04-26 04:49,SA-155811,M00455,生活居家,舒潔 抽取式衛生紙(箱),861,LinePay
2026-04-08 15:23,SA-479875,M00040,3C家電,Sony 降噪耳機,10820,信用卡
2026-04-04 09:00,SA-169458,M00686,生活居家,無印良品 PP收納盒,437,LinePay
2026-04-13 11:13,SA-295338,M00661,生活居家,舒潔 抽取式衛生紙(箱),858,信用卡
2026-04-19 21:39,SA-131318,M01115,服飾配件,Levi's 501牛仔褲,3649,信用卡
2026-04-15 16:09,SA-389029,M00399,3C家電,Sony 降噪耳機,9827,LinePay
2026-04-16 04:08,SA-335789,M01209,美妝保養,SK-II 青春露,6007,信用卡
2026-04-03 08:21,SA-451141,M00410,美妝保養,雅詩蘭黛 小棕瓶,4104,信用卡
2026-04-06 04:18,SA-277917,M01450,美妝保養,蘭蔻 極光水,3534,LinePay
2026-04-25 02:06,SA-665868,M00147,生活居家,宜得利 N-COOL涼感床墊,1216,LinePay
2026-04-19 17:56,SA-500505,M01281,3C家電,iPhone 15 Pro,34009,信用卡
2026-04-01 15:51,SA-970998,M01063,生活居家,宜得利 N-COOL涼感床墊,1249,LinePay
2026-04-08 07:23,SA-691796,M01437,服飾配件,G-Shock 經典運動錶,3029,信用卡
2026-04-11 09:31,SA-108623,M00971,美妝保養,資生堂 百優精純乳霜,2702,超商貨到付款
2026-04-17 22:22,SA-447071,M00018,服飾配件,Uniqlo 極暖發熱衣,736,ATM轉帳
2026-04-14 10:00,SA-398838,M00643,服飾配件,G-Shock 經典運動錶,3075,LinePay
2026-04-06 09:34,SA-502558,M00650,3C家電,LG 掃地機器人,14713,LinePay
2026-04-22 19:22,SA-440974,M00804,服飾配件,Levi's 501牛仔褲,3649,信用卡
2026-04-05 02:50,SA-745617,M00349,3C家電,Nintendo Switch,8984,超商貨到付款
2026-04-24 16:36,SA-648386,M00582,3C家電,Sony 降噪耳機,10364,信用卡
2026-04-19 15:28,SA-332652,M01026,母嬰用品,幫寶適 一級幫紙尿褲(箱),1541,信用卡
2026-04-11 06:10,SA-438451,M00388,生活居家,宜得利 N-COOL涼感床墊,1244,街口支付
2026-04-01 23:09,SA-506768,M00114,服飾配件,Ray-Ban 飛行員太陽眼鏡,5215,LinePay
2026-04-14 18:01,SA-794953,M00531,生活居家,無印良品 PP收納盒,426,超商貨到付款
2026-04-23 21:00,SA-142295,M01234,母嬰用品,Joie 輕量雙向推車,6576,街口支付
2026-04-17 05:37,SA-597782,M01357,美妝保養,理膚寶水 B5全面修復霜,872,信用卡
2026-04-07 16:44,SA-930676,M00325,美妝保養,資生堂 百優精純乳霜,2720,街口支付
2026-04-24 11:39,SA-692709,M00719,3C家電,LG 掃地機器人,15766,LinePay
2026-04-08 04:38,SA-773743,M01366,服飾配件,Uniqlo 極暖發熱衣,789,超商貨到付款
2026-04-24 12:01,SA-671333,M01187,3C家電,Dyson 吹風機,13783,信用卡
2026-04-20 14:08,SA-286358,M00246,3C家電,LG 掃地機器人,15124,信用卡
2026-04-19 20:31,SA-178478,M00216,服飾配件,Levi's 501牛仔褲,3859,街口支付
2026-04-23 20:27,SA-128332,M00510,母嬰用品,Joie 輕量雙向推車,6432,信用卡
2026-04-19 10:19,SA-991089,M01355,服飾配件,G-Shock 經典運動錶,3171,信用卡
2026-04-01 15:44,SA-988752,M00936,3C家電,Nintendo Switch,9421,LinePay
2026-04-10 07:14,SA-197052,M00345,3C家電,Sony 降噪耳機,10714,超商貨到付款
2026-04-13 17:19,SA-658799,M01390,母嬰用品,Joie 輕量雙向推車,6750,街口支付
2026-04-14 04:37,SA-439919,M00872,服飾配件,Ray-Ban 飛行員太陽眼鏡,5578,信用卡
2026-04-23 19:36,SA-712993,M00773,美妝保養,SK-II 青春露,6034,信用卡
2026-04-26 11:06,SA-892861,M00069,3C家電,LG 掃地機器人,15752,LinePay
2026-04-03 01:00,SA-249206,M00941,保健食品,桂格 大燕麥片,217,超商貨到付款
2026-04-11 08:28,SA-636755,M00144,3C家電,Apple Watch S9,12703,信用卡
2026-04-07 19:40,SA-590244,M00002,生活居家,宜得利 N-COOL涼感床墊,1165,ATM轉帳
2026-04-23 19:36,SA-935290,M00741,3C家電,Dyson 吹風機,14265,超商貨到付款
2026-04-13 06:19,SA-465657,M01103,母嬰用品,明治 金選奶粉,745,信用卡
2026-04-03 11:08,SA-877482,M00058,服飾配件,Levi's 501牛仔褲,3764,信用卡
2026-04-28 07:08,SA-140250,M00755,生活居家,無印良品 PP收納盒,418,街口支付
2026-04-19 15:33,SA-544698,M00308,3C家電,iPhone 15 Pro,33920,LinePay
2026-04-28 17:01,SA-139495,M00369,生活居家,無印良品 PP收納盒,417,街口支付
2026-04-04 17:40,SA-586265,M00678,保健食品,桂格 大燕麥片,228,信用卡
2026-04-09 16:15,SA-550608,M01174,保健食品,娘家 大紅麴,2575,街口支付
2026-04-23 05:08,SA-146689,M00894,生活居家,無印良品 PP收納盒,449,超商貨到付款
2026-04-28 10:25,SA-282113,M00262,服飾配件,Levi's 501牛仔褲,3938,LinePay
2026-04-05 18:59,SA-156578,M00697,服飾配件,Levi's 501牛仔褲,3725,超商貨到付款
2026-04-25 13:43,SA-158536,M01495,美妝保養,蘭蔻 極光水,3587,超商貨到付款
2026-04-18 01:16,SA-858416,M00248,美妝保養,資生堂 百優精純乳霜,2580,信用卡
2026-04-20 04:58,SA-275012,M01327,3C家電,iPhone 15 Pro,34763,信用卡
2026-04-19 02:31,SA-629162,M00972,美妝保養,蘭蔻 極光水,3391,LinePay
2026-04-20 03:47,SA-153940,M00316,服飾配件,Levi's 501牛仔褲,3934,LinePay
2026-04-04 08:14,SA-703644,M00511,保健食品,白蘭氏 雙認證雞精(盒),1330,LinePay
2026-04-11 00:15,SA-918932,M00985,美妝保養,蘭蔻 極光水,3244,信用卡
2026-04-10 03:58,SA-747169,M00280,生活居家,TOTO 溫水洗淨便座,9718,信用卡
2026-04-13 03:17,SA-109273,M01223,美妝保養,蘭蔻 極光水,3404,街口支付
2026-04-05 02:49,SA-329711,M00846,3C家電,Sony 降噪耳機,10833,超商貨到付款
2026-04-17 15:48,SA-133358,M00246,3C家電,LG 掃地機器人,14795,超商貨到付款
2026-04-20 17:12,SA-901439,M00191,保健食品,白蘭氏 雙認證雞精(盒),1242,信用卡
2026-04-19 22:29,SA-610348,M00338,3C家電,LG 掃地機器人,15160,LinePay
2026-04-06 21:49,SA-485857,M01149,3C家電,Dyson 吹風機,13203,LinePay
2026-04-24 08:17,SA-792110,M01157,服飾配件,G-Shock 經典運動錶,3102,LinePay
2026-04-26 00:02,SA-506016,M00925,3C家電,Sony 降噪耳機,10741,信用卡
2026-04-07 20:55,SA-134924,M00573,美妝保養,雅詩蘭黛 小棕瓶,3923,信用卡
2026-04-07 10:18,SA-989675,M00979,美妝保養,理膚寶水 B5全面修復霜,796,LinePay
2026-04-21 09:15,SA-993659,M01082,3C家電,Apple Watch S9,12260,信用卡
2026-04-15 14:55,SA-744664,M00524,生活居家,宜得利 N-COOL涼感床墊,1185,信用卡
2026-04-11 07:17,SA-770720,M00725,美妝保養,理膚寶水 B5全面修復霜,833,超商貨到付款
2026-04-02 15:42,SA-664135,M00392,生活居家,舒潔 抽取式衛生紙(箱),848,信用卡
2026-04-24 23:00,SA-824791,M00809,母嬰用品,Joie 輕量雙向推車,6322,信用卡
2026-04-11 16:08,SA-218570,M01187,服飾配件,Ray-Ban 飛行員太陽眼鏡,5500,街口支付
2026-04-07 11:07,SA-691179,M00183,3C家電,Sony 降噪耳機,10036,信用卡
2026-04-12 01:18,SA-177536,M01495,生活居家,無印良品 PP收納盒,414,LinePay
2026-04-10 08:54,SA-274381,M00108,美妝保養,SK-II 青春露,6119,LinePay
2026-04-02 14:16,SA-759106,M01272,生活居家,宜得利 N-COOL涼感床墊,1287,超商貨到付款
2026-04-20 03:28,SA-138801,M01322,美妝保養,雅詩蘭黛 小棕瓶,3981,信用卡
2026-04-23 18:44,SA-264957,M00929,美妝保養,雅詩蘭黛 小棕瓶,4185,LinePay
2026-04-22 16:51,SA-447909,M01423,美妝保養,雅詩蘭黛 小棕瓶,4097,LinePay
2026-04-28 04:46,SA-712946,M00440,服飾配件,Levi's 501牛仔褲,3891,信用卡
2026-04-07 16:43,SA-635321,M01294,生活居家,TOTO 溫水洗淨便座,8958,信用卡
2026-04-12 15:36,SA-643375,M01082,3C家電,LG 掃地機器人,14570,LinePay
2026-04-29 06:25,SA-454712,M01015,美妝保養,資生堂 百優精純乳霜,2686,信用卡
2026-04-17 02:28,SA-647651,M00265,3C家電,Nintendo Switch,9484,信用卡
2026-04-23 07:55,SA-232030,M00772,生活居家,TOTO 溫水洗淨便座,9421,街口支付
2026-04-24 22:40,SA-608929,M00202,生活居家,TOTO 溫水洗淨便座,9428,LinePay
2026-04-24 09:00,SA-363612,M00684,美妝保養,資生堂 百優精純乳霜,2701,LinePay
2026-04-27 21:50,SA-204177,M00673,3C家電,iPhone 15 Pro,35479,信用卡
2026-04-12 03:54,SA-954441,M00888,美妝保養,雅詩蘭黛 小棕瓶,4014,信用卡
2026-04-05 06:36,SA-172874,M01076,3C家電,Nintendo Switch,8854,信用卡
2026-04-06 16:38,SA-717392,M01490,生活居家,TOTO 溫水洗淨便座,9414,LinePay
2026-04-26 05:48,SA-774142,M00845,母嬰用品,幫寶適 一級幫紙尿褲(箱),1518,信用卡
2026-04-13 01:41,SA-634115,M01198,美妝保養,SK-II 青春露,5920,LinePay
2026-04-20 04:30,SA-658037,M00845,服飾配件,G-Shock 經典運動錶,2939,LinePay
2026-04-23 16:03,SA-654391,M00630,3C家電,Sony 降噪耳機,10302,LinePay
2026-04-16 16:33,SA-415838,M00346,3C家電,Dyson 吹風機,13857,信用卡
2026-04-05 11:50,SA-377416,M00170,3C家電,LG 掃地機器人,15002,信用卡
2026-04-28 17:10,SA-805215,M00163,美妝保養,SK-II 青春露,6100,信用卡
2026-04-13 22:50,SA-321218,M00891,3C家電,iPhone 15 Pro,35312,街口支付
2026-04-23 19:47,SA-883458,M01481,服飾配件,Ray-Ban 飛行員太陽眼鏡,5083,LinePay
2026-04-02 19:12,SA-337669,M01043,3C家電,Sony 降噪耳機,10241,LinePay
2026-04-05 14:49,SA-491762,M01199,美妝保養,SK-II 青春露,5712,街口支付
2026-04-12 02:59,SA-856215,M00333,保健食品,善存 綜合維他命,858,ATM轉帳
2026-04-26 12:05,SA-639112,M00777,服飾配件,Nike Air Force 1,3295,LinePay
2026-04-18 13:21,SA-706017,M00186,母嬰用品,幫寶適 一級幫紙尿褲(箱),1594,信用卡
2026-04-04 19:29,SA-961497,M00704,3C家電,LG 掃地機器人,15429,超商貨到付款
2026-04-08 16:23,SA-178166,M00018,服飾配件,Ray-Ban 飛行員太陽眼鏡,5216,LinePay
2026-04-03 19:08,SA-464319,M00498,生活居家,宜得利 N-COOL涼感床墊,1261,信用卡
2026-04-09 16:48,SA-877247,M00254,3C家電,Dyson 吹風機,13613,信用卡
2026-04-16 23:44,SA-993588,M01459,保健食品,善存 綜合維他命,914,超商貨到付款
2026-04-05 12:38,SA-589245,M00418,生活居家,TOTO 溫水洗淨便座,9261,信用卡
2026-04-07 17:59,SA-924335,M00091,美妝保養,資生堂 百優精純乳霜,2753,超商貨到付款
2026-04-08 20:31,SA-929056,M01128,服飾配件,G-Shock 經典運動錶,3157,超商貨到付款
2026-04-17 06:35,SA-530339,M00186,美妝保養,蘭蔻 極光水,3586,街口支付
2026-04-02 15:07,SA-638333,M01407,母嬰用品,幫寶適 一級幫紙尿褲(箱),1500,信用卡
2026-04-14 01:10,SA-295773,M00675,3C家電,Sony 降噪耳機,10564,信用卡
2026-04-30 00:44,SA-342223,M00444,3C家電,Nintendo Switch,9713,信用卡
2026-04-11 16:07,SA-825211,M01358,美妝保養,蘭蔻 極光水,3337,信用卡
2026-04-10 19:02,SA-404340,M00545,美妝保養,理膚寶水 B5全面修復霜,822,街口支付
2026-04-17 20:55,SA-855744,M01385,3C家電,Nintendo Switch,9073,信用卡
2026-04-07 00:29,SA-235312,M01036,美妝保養,理膚寶水 B5全面修復霜,854,LinePay
2026-04-21 14:20,SA-654346,M01290,美妝保養,蘭蔻 極光水,3461,LinePay
2026-04-21 15:01,SA-484779,M01232,生活居家,無印良品 PP收納盒,427,信用卡
2026-04-14 20:23,SA-498797,M00845,美妝保養,蘭蔻 極光水,3240,信用卡
2026-04-25 11:05,SA-406847,M01449,服飾配件,Nike Air Force 1,3117,信用卡
2026-04-30 11:14,SA-684779,M00951,生活居家,TOTO 溫水洗淨便座,9517,LinePay
2026-04-09 21:05,SA-819135,M01402,3C家電,Apple Watch S9,12897,信用卡
2026-04-20 11:42,SA-826495,M01166,保健食品,娘家 大紅麴,2532,信用卡
2026-04-14 08:44,SA-673649,M00606,服飾配件,Nike Air Force 1,3331,信用卡
2026-04-24 09:53,SA-123364,M00991,母嬰用品,幫寶適 一級幫紙尿褲(箱),1475,信用卡
2026-04-28 20:22,SA-757711,M01394,生活居家,宜得利 N-COOL涼感床墊,1281,超商貨到付款
2026-04-12 18:24,SA-741460,M00230,保健食品,娘家 益生菌,1107,街口支付
2026-04-02 16:07,SA-507258,M00839,美妝保養,理膚寶水 B5全面修復霜,814,信用卡
2026-04-30 06:09,SA-743237,M00935,美妝保養,資生堂 百優精純乳霜,2755,信用卡
2026-04-09 06:50,SA-531585,M01094,生活居家,3M 淨水器濾心,2269,LinePay
2026-04-04 15:50,SA-783145,M00907,服飾配件,Nike Air Force 1,3277,信用卡
2026-04-27 10:24,SA-640514,M00428,生活居家,無印良品 PP收納盒,406,信用卡
2026-04-07 17:33,SA-212856,M00493,美妝保養,SK-II 青春露,5867,LinePay
2026-04-19 01:09,SA-568339,M01327,服飾配件,Ray-Ban 飛行員太陽眼鏡,5102,ATM轉帳
2026-04-18 11:47,SA-186668,M01245,美妝保養,蘭蔻 極光水,3297,信用卡
2026-04-18 07:40,SA-492715,M00199,服飾配件,Uniqlo 極暖發熱衣,782,LinePay
2026-04-26 15:37,SA-871417,M00280,3C家電,Sony 降噪耳機,9954,LinePay
2026-04-03 11:18,SA-668158,M00065,3C家電,Sony 降噪耳機,10521,LinePay
2026-04-09 06:02,SA-107927,M00939,美妝保養,理膚寶水 B5全面修復霜,854,LinePay
2026-04-07 01:24,SA-589232,M00221,3C家電,iPhone 15 Pro,36334,LinePay
2026-04-08 15:32,SA-476189,M00931,3C家電,Apple Watch S9,13162,信用卡
2026-04-10 18:36,SA-671130,M00242,保健食品,娘家 大紅麴,2327,LinePay
2026-04-30 23:45,SA-237288,M00653,3C家電,Nintendo Switch,8810,超商貨到付款
2026-04-27 05:23,SA-897079,M00704,3C家電,Sony 降噪耳機,10875,信用卡
2026-04-07 17:38,SA-958537,M01084,美妝保養,理膚寶水 B5全面修復霜,868,信用卡
2026-04-01 06:58,SA-436699,M00798,生活居家,TOTO 溫水洗淨便座,9464,信用卡
2026-04-06 06:57,SA-829768,M00744,母嬰用品,Combi 奶瓶消毒鍋,3262,信用卡
2026-04-26 23:50,SA-673689,M00861,美妝保養,雅詩蘭黛 小棕瓶,3802,信用卡
2026-04-07 14:24,SA-232801,M00851,服飾配件,G-Shock 經典運動錶,2956,信用卡
2026-04-12 06:09,SA-568763,M00461,美妝保養,雅詩蘭黛 小棕瓶,3781,信用卡
2026-04-07 15:04,SA-454184,M01042,服飾配件,Ray-Ban 飛行員太陽眼鏡,5462,超商貨到付款
2026-04-03 02:12,SA-575882,M00101,服飾配件,Ray-Ban 飛行員太陽眼鏡,5363,信用卡
2026-04-12 01:25,SA-576805,M00467,母嬰用品,明治 金選奶粉,747,信用卡
2026-04-12 12:18,SA-150752,M01195,3C家電,Dyson 吹風機,14268,超商貨到付款
2026-04-30 20:54,SA-654523,M01199,3C家電,iPhone 15 Pro,36292,LinePay
2026-04-27 10:39,SA-370938,M01053,服飾配件,Levi's 501牛仔褲,3965,LinePay
2026-04-28 05:04,SA-762252,M00046,生活居家,TOTO 溫水洗淨便座,9449,信用卡
2026-04-17 05:33,SA-942769,M00640,3C家電,Dyson 吹風機,14391,超商貨到付款
2026-04-15 17:55,SA-873402,M00614,生活居家,TOTO 溫水洗淨便座,9753,LinePay
2026-04-14 07:44,SA-556698,M00181,生活居家,宜得利 N-COOL涼感床墊,1253,ATM轉帳
2026-04-27 01:56,SA-698971,M00326,保健食品,娘家 大紅麴,2344,LinePay
2026-04-28 06:18,SA-353600,M01144,保健食品,善存 綜合維他命,901,信用卡
2026-04-29 07:57,SA-804073,M00850,服飾配件,Ray-Ban 飛行員太陽眼鏡,5187,信用卡
2026-04-30 02:32,SA-706601,M01160,美妝保養,雅詩蘭黛 小棕瓶,3868,超商貨到付款
2026-04-13 04:23,SA-595805,M01402,美妝保養,理膚寶水 B5全面修復霜,815,信用卡
2026-04-06 17:42,SA-240243,M01165,母嬰用品,Combi 奶瓶消毒鍋,2964,ATM轉帳
2026-04-09 12:32,SA-909424,M01092,美妝保養,雅詩蘭黛 小棕瓶,3804,超商貨到付款
2026-04-06 01:01,SA-804727,M00416,3C家電,Nintendo Switch,9662,信用卡
2026-04-11 03:44,SA-963004,M00801,3C家電,Nintendo Switch,9346,LinePay
2026-04-05 01:13,SA-786723,M00253,母嬰用品,明治 金選奶粉,696,超商貨到付款
2026-04-28 10:35,SA-513278,M00945,3C家電,Nintendo Switch,9402,LinePay
2026-04-03 21:56,SA-312852,M00184,3C家電,Apple Watch S9,12660,信用卡
2026-04-29 20:53,SA-429255,M00957,美妝保養,蘭蔻 極光水,3462,信用卡
2026-04-05 08:39,SA-528195,M00711,美妝保養,雅詩蘭黛 小棕瓶,4160,信用卡
2026-04-12 23:08,SA-133955,M00126,美妝保養,雅詩蘭黛 小棕瓶,4156,ATM轉帳
2026-04-22 02:16,SA-568148,M01075,母嬰用品,Combi 奶瓶消毒鍋,2979,信用卡
2026-04-11 05:16,SA-623156,M00917,3C家電,iPhone 15 Pro,34580,信用卡
2026-04-01 11:45,SA-365805,M00241,服飾配件,Ray-Ban 飛行員太陽眼鏡,5184,超商貨到付款
2026-04-13 09:37,SA-335918,M01401,3C家電,iPhone 15 Pro,35824,信用卡
2026-04-22 01:59,SA-641355,M01438,3C家電,Sony 降噪耳機,10325,LinePay
2026-04-22 13:44,SA-362682,M00439,3C家電,Nintendo Switch,9633,LinePay
2026-04-05 10:14,SA-617118,M00398,3C家電,Nintendo Switch,9657,信用卡
2026-04-27 18:17,SA-222939,M00067,美妝保養,理膚寶水 B5全面修復霜,872,信用卡
2026-04-10 08:35,SA-994211,M01442,美妝保養,SK-II 青春露,5960,信用卡
2026-04-13 23:23,SA-704502,M00272,生活居家,舒潔 抽取式衛生紙(箱),859,信用卡
2026-04-14 06:10,SA-395740,M01276,母嬰用品,Combi 奶瓶消毒鍋,2982,街口支付
2026-04-26 07:33,SA-434745,M00532,美妝保養,SK-II 青春露,5689,信用卡
2026-04-12 14:43,SA-632356,M00485,美妝保養,蘭蔻 極光水,3300,信用卡
2026-04-30 21:38,SA-840657,M01332,美妝保養,蘭蔻 極光水,3477,ATM轉帳
2026-04-21 09:28,SA-107545,M00911,服飾配件,Levi's 501牛仔褲,3938,超商貨到付款
2026-04-05 23:34,SA-683029,M00876,生活居家,舒潔 抽取式衛生紙(箱),881,街口支付
2026-04-15 01:14,SA-849226,M01480,服飾配件,Uniqlo 極暖發熱衣,720,街口支付
2026-04-06 05:10,SA-151484,M01027,3C家電,LG 掃地機器人,14639,LinePay
2026-04-18 09:29,SA-239527,M00307,3C家電,LG 掃地機器人,14603,信用卡
2026-04-08 03:54,SA-947351,M00538,服飾配件,G-Shock 經典運動錶,2885,超商貨到付款
2026-04-11 23:51,SA-706615,M01189,美妝保養,理膚寶水 B5全面修復霜,834,信用卡
2026-04-01 17:39,SA-982694,M01118,服飾配件,Nike Air Force 1,3271,信用卡
2026-04-24 14:58,SA-365328,M00950,美妝保養,SK-II 青春露,5852,街口支付
2026-04-30 06:19,SA-705554,M01051,生活居家,宜得利 N-COOL涼感床墊,1175,LinePay
2026-04-15 06:02,SA-108408,M00615,美妝保養,雅詩蘭黛 小棕瓶,3939,超商貨到付款
2026-04-20 17:54,SA-733520,M00043,3C家電,Sony 降噪耳機,10500,LinePay
2026-04-28 22:06,SA-922878,M00613,服飾配件,G-Shock 經典運動錶,3018,信用卡
2026-04-03 20:26,SA-360302,M00325,3C家電,LG 掃地機器人,14749,信用卡
2026-04-08 23:25,SA-427494,M00759,生活居家,舒潔 抽取式衛生紙(箱),846,信用卡
2026-04-08 15:26,SA-630052,M00978,服飾配件,G-Shock 經典運動錶,2916,LinePay
2026-04-16 10:43,SA-920341,M01081,生活居家,無印良品 PP收納盒,412,超商貨到付款
2026-04-17 15:16,SA-720486,M00266,保健食品,娘家 益生菌,1174,信用卡
2026-04-25 07:59,SA-695522,M01177,3C家電,Apple Watch S9,12775,信用卡
2026-04-13 12:08,SA-926992,M00898,母嬰用品,幫寶適 一級幫紙尿褲(箱),1480,信用卡
2026-04-07 22:33,SA-833791,M00042,3C家電,Dyson 吹風機,13615,信用卡
2026-04-27 04:43,SA-591620,M00374,生活居家,3M 淨水器濾心,2395,LinePay
2026-04-07 11:59,SA-551608,M01342,母嬰用品,Joie 輕量雙向推車,6788,LinePay
2026-04-22 02:22,SA-319619,M00838,保健食品,桂格 大燕麥片,230,信用卡
2026-04-11 16:16,SA-877561,M00781,3C家電,Dyson 吹風機,14140,信用卡
2026-04-14 11:41,SA-469916,M01323,服飾配件,G-Shock 經典運動錶,3160,LinePay
2026-04-06 11:11,SA-211086,M00135,美妝保養,資生堂 百優精純乳霜,2696,街口支付
2026-04-24 14:24,SA-198339,M00241,美妝保養,SK-II 青春露,5982,LinePay
2026-04-17 00:55,SA-105368,M01137,母嬰用品,Joie 輕量雙向推車,6162,超商貨到付款
2026-04-23 15:38,SA-201012,M00550,服飾配件,Ray-Ban 飛行員太陽眼鏡,5539,信用卡
2026-04-27 05:13,SA-623421,M00688,生活居家,無印良品 PP收納盒,409,LinePay
2026-04-02 07:51,SA-496865,M00258,生活居家,無印良品 PP收納盒,430,街口支付
2026-04-12 14:56,SA-411256,M01172,生活居家,舒潔 抽取式衛生紙(箱),877,LinePay
2026-04-15 11:42,SA-838742,M00416,生活居家,無印良品 PP收納盒,429,超商貨到付款
2026-04-06 17:56,SA-353165,M00555,3C家電,iPhone 15 Pro,36497,街口支付
2026-04-15 09:00,SA-924271,M00680,3C家電,LG 掃地機器人,15246,信用卡
2026-04-23 01:37,SA-178534,M00666,3C家電,LG 掃地機器人,15803,超商貨到付款
2026-04-22 20:20,SA-204421,M01158,3C家電,Apple Watch S9,13096,街口支付
2026-04-05 14:01,SA-965777,M00698,美妝保養,理膚寶水 B5全面修復霜,863,信用卡
